series_index,series_title,question_number,level,points,image_url,local_image_path,A,B,C,D,correct_answer_text,correct_letter
20,Série 20,27,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194970379-j14mjh.png,tcf_full_output\images\series_20_q27.png,Il critique son concept.,Il dénonce son coût élevé.,Il doute de son efficacité.,Il prédit son échec.,Il critique son concept.,A
20,Série 20,28,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194970060-ipf7dt.png,tcf_full_output\images\series_20_q28.png,Ils perpétuent une forme d’exclusion.,Le nombre de candidats s’amenuise.,Leur niveau d’exigence diminue.,On les réforme régulièrement.,Ils perpétuent une forme d’exclusion.,A
20,Série 20,29,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194970122-ax6xg6.png,tcf_full_output\images\series_20_q29.png,Les changements de climat.,Les méthodes de culture.,Les oiseaux prédateurs.,Les politiques publiques.,Les méthodes de culture.,B
20,Série 20,30,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194970020-oz1l4k.png,tcf_full_output\images\series_20_q30.png,L’information est trio rarement contrôlé à sa source.,La population est insuffisamment formée aux médias.*,Les fausses nouvelles facilement diffusées en ligne.,Les images influencent en permanence les consommateurs.,La population est insuffisamment formée aux médias.*,B
20,Série 20,31,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194970155-ooy1mx.png,tcf_full_output\images\series_20_q31.png,Ils bouleversent les rapports d’autorité.,Ils évitent les postes à responsabilité.,Ils sont moins motivés que leurs aînés.,Ils tiennent à la stabilité de l’emploi.,Ils bouleversent les rapports d’autorité.,A
20,Série 20,32,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194970389-zthxmb.png,tcf_full_output\images\series_20_q32.png,Encourager le dialogue avec le public.,Former des acteurs en banlieue.,Réaliser une œuvre à plusieurs mains.,Sensibiliser à l’égalité des sexes.,Encourager le dialogue avec le public.,A
20,Série 20,33,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194970259-dytu9q.png,tcf_full_output\images\series_20_q33.png,L’attirance pour les espaces naturels.,L’insécurité des zones urbaines.,La précarité du monde professionnel.,Le désir de vivre en communauté.,La précarité du monde professionnel.,C
20,Série 20,34,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194969961-bz7ty0.png,tcf_full_output\images\series_20_q34.png,Ce sont des blessures corporelles superficielles.,Elles sont commises par des groupes minoritaires.,Les autorités universitaires s’en préoccupent peu.,Lutter contre elle peut nuire à certaines libertés.,Lutter contre elle peut nuire à certaines libertés.,D
20,Série 20,35,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194969937-g3dd6z.png,tcf_full_output\images\series_20_q35.png,Si c’est une occasion d’élargir son réseau social.,Si c’est une opportunité de changer de mode de vie.,Si c’est la possibilité de trouver un emploi.,Si c’est le fruit d’une décision personnelle.,Si c’est le fruit d’une décision personnelle.,D
20,Série 20,36,C2,33,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194970370-ni4lxp.png,tcf_full_output\images\series_20_q36.png,Être au plus près de l’actualité.,Présenter des histoires positives.,Proposer des anecdotes amusantes.,Recenser des dérives de la société.,Présenter des histoires positives.,B
20,Série 20,37,C2,33,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194970134-09yzc7.png,tcf_full_output\images\series_20_q37.png,Elle favorise l’évolution des mentalités.,Elle incarne une première historique.,Elle permet de moderniser le lexique.,Elle reflète les clivages de la société.,Elle favorise l’évolution des mentalités.,A
20,Série 20,38,C2,33,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194970373-oq0y5i.png,tcf_full_output\images\series_20_q38.png,Elle demande de posséder des talents d’acteur.,Elle dessert le travail d’écriture du romancier.,Elle est particulièrement adaptée au petit écran.,Elle rend les émissions littéraires prétentieuses.,Elle dessert le travail d’écriture du romancier.,B
20,Série 20,39,C2,33,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194970195-h93rhz.png,tcf_full_output\images\series_20_q39.png,A diminuer leur emprunte écologique.,A échapper à la banalité du quotidien.,A participer à l’essor économique des pays visités.,A s’enrichir au contact de nouvelles civilisations.,A échapper à la banalité du quotidien.,B
21,Série 21,1,A1,3,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194976805-twan9q.png,tcf_full_output\images\series_21_q01.png,Pour proposer une promenade en bateau.,Pour raconter son séjour en Bretagne.,Pour répondre à son cousin Benjamin.,Pour réserver une place dans un camping.,Pour raconter son séjour en Bretagne.,B
21,Série 21,2,A1,3,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194977141-2576ky.png,tcf_full_output\images\series_21_q02.png,Quelque chose à boire.,Quelque chose à manger.,Quelque chose pour la pluie.,Quelque chose pour le soleil.,Quelque chose pour le soleil.,D
21,Série 21,3,A1,3,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194976810-0npas3.png,tcf_full_output\images\series_21_q03.png,9 euros.,"12,50 euros.",16 euros.,20 euros.,16 euros.,C
21,Série 21,4,A1,3,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194977229-2i45fc.png,tcf_full_output\images\series_21_q04.png,Des adresses d’artisans.,Des idées de décoration.,Des leçons de bricolage.,Des modèles de meubles.,Des idées de décoration.,B
21,Série 21,5,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194976819-hd0y96.png,tcf_full_output\images\series_21_q05.png,Découvrir la nourriture locale.,Gagner un repas traditionnel.,Prendre un cours de cuisine.,Visiter une ferme française.,Découvrir la nourriture locale.,A
21,Série 21,6,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194976830-nnv9vw.png,tcf_full_output\images\series_21_q06.png,Elle est en voyage à Montpellier.,Elle rencontre des amis à Paris.,Elle suit des cours à l’université.,Elle travaille dans un restaurant.,Elle travaille dans un restaurant.,D
21,Série 21,7,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194976990-3xg00w.png,tcf_full_output\images\series_21_q07.png,C’est un bâtiment ancien.,Il se trouve en banlieue.,On peut y rencontrer des acteurs.,Ses films sont en noir et blanc.,C’est un bâtiment ancien.,A
21,Série 21,8,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194977004-pb967z.png,tcf_full_output\images\series_21_q08.png,Ecrire un message.,Prendre un billet d’avion.,Réserver un hôtel.,S’inscrire à un jeu.,Ecrire un message.,A
21,Série 21,9,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194977014-m5lvfr.png,tcf_full_output\images\series_21_q09.png,Un savon pour le corps.,Un shampoing aux herbes.,Une boisson pour dormir.,Une crème de beauté.,Une crème de beauté.,D
21,Série 21,10,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194976687-kl6awh.png,tcf_full_output\images\series_21_q10.png,Beaucoup de personnes le visitent.,Il vend des articles bon marché.,Il y a un célèbre musée à l'intérieur.,On y donne des cours de cuisine.,Beaucoup de personnes le visitent.,A
21,Série 21,11,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194976677-7ae7z2.png,tcf_full_output\images\series_21_q11.png,À acheter sur internet.,À choisir ses produits.,À noter les magasins.,À trouver des recettes.,À choisir ses produits.,B
21,Série 21,12,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194977133-pisdwd.png,tcf_full_output\images\series_21_q12.png,L'agrandir.,L'échanger.,La louer.,La vendre.,L'échanger.,B
21,Série 21,13,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194976731-h5vpuk.png,tcf_full_output\images\series_21_q13.png,Analyser leurs effets.,Augmenter leur résistance.,Étudier leur développement,Multiplier leurs variétés.,Analyser leurs effets.,A
21,Série 21,14,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194976958-2a13am.png,tcf_full_output\images\series_21_q14.png,Écouter des chansons.,Gagner des cadeaux.,Goûter des recettes.,Jouer dans un film.,Goûter des recettes.,C
21,Série 21,15,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194976846-ghw7e6.png,tcf_full_output\images\series_21_q15.png,De l’utilisation du portable.,De la sécurité au volant.,Du bruit de la circulation.,Du vote d’une nouvelle loi.,De l’utilisation du portable.,A
21,Série 21,16,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194977177-dysycz.png,tcf_full_output\images\series_21_q16.png,Avoirs des réductions sur certains articles.,Faire des courses dans un magasin.,Offrir une surprise pour un anniversaire.,Retirer de l’argent a un distributeur.,Faire des courses dans un magasin.,B
21,Série 21,17,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194977222-aa3dul.png,tcf_full_output\images\series_21_q17.png,De découvrir un parc d’animation.,De gagner un séjour en famille.,De se promener dans une ferme.,De visiter une grande exposition.,De visiter une grande exposition.,D
21,Série 21,18,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194977119-i1gsco.png,tcf_full_output\images\series_21_q18.png,L’interprétation des comédiens.,La durée de la représentation.,La qualité littéraire du texte.,Le lieu du spectacle.,La durée de la représentation.,B
21,Série 21,19,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194976714-cxb1wr.png,tcf_full_output\images\series_21_q19.png,L’origine historique de la recette.,Le secret d’une bonne préparation.,Les adresses où les consommer.,Les raisons de leur popularité.,Le secret d’une bonne préparation.,B
21,Série 21,20,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194976889-rqf2e2.png,tcf_full_output\images\series_21_q20.png,Il cite un extrait d’une œuvre de Modiano.,Il explique l’idée de départ d’un livre de Modiano.,Il présente le métier de Modiano à ses débuts.,Il raconte la rencontre entre Modiano et sa femme.,Il explique l’idée de départ d’un livre de Modiano.,B
21,Série 21,21,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194977187-1peq2j.png,tcf_full_output\images\series_21_q21.png,Le remboursement de son article.,L’échange de son téléphone.,L’envoi de son téléphone par la poste.,Une réclamation sur son achat.,Le remboursement de son article.,A
21,Série 21,22,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194976778-rs59n0.png,tcf_full_output\images\series_21_q22.png,Effectuer un calcul.,Évoquer un fait divers.,Fournir un support.,Sélectionner un souvenir.,Sélectionner un souvenir.,D
21,Série 21,23,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194977235-icaotl.png,tcf_full_output\images\series_21_q23.png,"Elle est simple à mettre en place, mais aussi très couteuse.",Elle est source d’infection pour des patients déjà fragiles.,Elle entraine une trop grande consommation d'énergie.,Elle concurrence des modes naturels de rafraîchissement de l’air.,Elle entraine une trop grande consommation d'énergie.,C
21,Série 21,24,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194977254-wkj9n6.png,tcf_full_output\images\series_21_q24.png,Ce sont des réseaux de commerçants qui les ont créés.,Ils sont financés discrètement par des entreprises.,Les prestations qu’ils proposent sont payantes.,Leur maintenance est assurée par des bénévoles.,Ils sont financés discrètement par des entreprises.,B
21,Série 21,25,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194977265-nerc1k.png,tcf_full_output\images\series_21_q25.png,Par l’abolition des relations hiérarchiques classiques.,Par la mise en place d’une carte écologique commune.,Par la primauté de l'intérêt collectif sur bénéfices.,Par la répartition équitable des profits entre salariés.,Par la répartition équitable des profits entre salariés.,D
21,Série 21,26,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194976740-asd8af.png,tcf_full_output\images\series_21_q26.png,L'avenir de son travail est menacé par l’industrie agroalimentaire.,La qualité des produits charcutiers est reconnue par les médecins.,Le passage d’un métier de bouche à un autre se fait facilement.,L'image attachée à sa profession est stéréotypée et peu valorisante.,L'image attachée à sa profession est stéréotypée et peu valorisante.,D
21,Série 21,27,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194977215-9k1v7c.png,tcf_full_output\images\series_21_q27.png,Il dissocie environnement et questions sociales.,Il envisage avec optimisme les futurs possibles.,Il reste sceptique envers les scientifiques.,Il s’associe à l’écriture d’un documentaire.,Il envisage avec optimisme les futurs possibles.,B
21,Série 21,28,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194976787-0jzh3z.png,tcf_full_output\images\series_21_q28.png,À quel problème sont confrontés les distributeurs indépendants.,La forte concurrence des vidéos à la demande à la télévision.,Le désintérêt croissant du public pour les productions indépendantes.,Les nombreux échecs des projections proposées le weekend.,À quel problème sont confrontés les distributeurs indépendants.,A
21,Série 21,29,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194976756-3nhnlm.png,tcf_full_output\images\series_21_q29.png,Commencer une thérapie.,Multiplier les passe-temps.,Rechercher l'âme sœur.,Travailler sur soi-même.,Travailler sur soi-même.,D
21,Série 21,30,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194977241-tyrlkm.png,tcf_full_output\images\series_21_q30.png,Il commente une loi.,Il donne un conseil.,Il formule une plainte.,Il raconte une anecdote.,Il donne un conseil.,B
21,Série 21,31,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194976977-gmwoup.png,tcf_full_output\images\series_21_q31.png,Abandonner le travail du bois.,Aider les plus démunis à se loger.,Bâtir des locaux commerciaux.,Développer l'activité de recyclage.,Aider les plus démunis à se loger.,B
21,Série 21,32,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194976682-fgjwly.png,tcf_full_output\images\series_21_q32.png,L'attirance pour les espaces naturels.,L'insécurité des zones urbaines.,La précarité du monde professionnel.,Le désir de vivre en communauté.,La précarité du monde professionnel.,C
21,Série 21,33,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194976771-c43lry.png,tcf_full_output\images\series_21_q33.png,Il est imposé sans explications aux enseignants.,Il manque de finesse dans l'analyse des résultats.,Il propose des questions inadaptées aux enfants.,Il remet en question des traditions profondément ancrées.,Il remet en question des traditions profondément ancrées.,D
21,Série 21,34,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194977020-9av1i3.png,tcf_full_output\images\series_21_q34.png,Ce sont des blessures corporelles superficielles.,Elles sont commises par des groupes minoritaires.,Les autorités universitaires s’en préoccupent peu.,Lutter contre elles peut nuire à certaines libertés.,Lutter contre elles peut nuire à certaines libertés.,D
21,Série 21,35,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194977209-0azznx.png,tcf_full_output\images\series_21_q35.png,Il apaise les tensions de la société.,Il insiste sur le pont de vue matériel.,Il propose des programmes utopiques.,Il traite les problèmes liés aux sols.,Il insiste sur le pont de vue matériel.,B
21,Série 21,36,C2,33,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194977201-97ov9a.png,tcf_full_output\images\series_21_q36.png,Être au plus près de l’actualité.,Présenter des histoires positives.,Proposer des anecdotes amusantes.,Recenser les dérives de la société.,Présenter des histoires positives.,B
21,Série 21,37,C2,33,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194977271-bukgn9.png,tcf_full_output\images\series_21_q37.png,Elle favorise l’évolution des mentalités.,Elles incarnent une première historique.,Elle permet de moderniser le lexique.,Elle reflète les clivages de la société.,Elle favorise l’évolution des mentalités.,A
21,Série 21,38,C2,33,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194976766-ue3e0x.png,tcf_full_output\images\series_21_q38.png,Ils ont une influence très préoccupante sur l'économie.,Ils se produisent dans les entreprises industrielles.,Ils sont remplacés par des pathologies professionnelles.,Ils sont source de traumatismes musculaires.,Ils sont remplacés par des pathologies professionnelles.,C
21,Série 21,39,C2,33,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194977158-6re0u7.png,tcf_full_output\images\series_21_q39.png,À établir un lien entre robotique et individualisme.,À évaluer l’action des robots dans la lutte contre la solitude.,À répéter les dérivés issus de la robotique dans le quotidien.,À vérifier l'empathie ressentie envers les robots.,À vérifier l'empathie ressentie envers les robots.,D
22,Série 22,1,A1,3,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194979821-gu78r5.png,tcf_full_output\images\series_22_q01.png,Un anniversaire.,Un concert.,Une exposition.,Une fête.,Une fête.,D
22,Série 22,2,A1,3,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194980109-aoxeyf.png,tcf_full_output\images\series_22_q02.png,Ils ont besoin de l’aide de leur famille.,Ils travaillent pour payer leur logement.,Ils veulent finir leurs études rapidement.,Ils vont à l’université dans une autre ville.,Ils ont besoin de l’aide de leur famille.,A
22,Série 22,3,A1,3,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194979988-z6o4j1.png,tcf_full_output\images\series_22_q03.png,D’aider à faire des repas.,De caner de profession.,De servir dans une cantine.,De soigner des habitants.,D’aider à faire des repas.,A
22,Série 22,4,A1,3,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194980075-fhvrt4.png,tcf_full_output\images\series_22_q04.png,D'aller à un concert.,D’organiser un voyage.,De déjeuner chez lui.,De garder les enfants.,De déjeuner chez lui.,C
22,Série 22,5,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194980057-z68fdq.png,tcf_full_output\images\series_22_q05.png,Un repas au restaurant.,Un séjour à l'hôtel.,Une commande de matériel.,Une location de voiture.,Un séjour à l'hôtel.,B
22,Série 22,6,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194980045-7uhwfv.png,tcf_full_output\images\series_22_q06.png,D'écrire aux invites.,D'organiser la fête.,De garder des enfants.,De préparer des danses.,De garder des enfants.,C
22,Série 22,7,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194980145-0vd3so.png,tcf_full_output\images\series_22_q07.png,Pour acheter un cadeau avec elle.,Pour annuler sa venue à une fête.,Pour décider d’un rendez-vous.,Pour inviter son amie à diner.,Pour décider d’un rendez-vous.,C
22,Série 22,8,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194980237-bn9yw0.png,tcf_full_output\images\series_22_q08.png,Écrire un message.,Prendre un billet d’avion.,Réserver un hôtel.,S’inscrire à un jeu.,Écrire un message.,A
22,Série 22,9,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194980138-9308jz.png,tcf_full_output\images\series_22_q09.png,De participer à un concours.,De s’inscrire à un stage.,De tester des activités.,De voir un spectacle.,De tester des activités.,C
22,Série 22,10,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194979455-fq6m7n.png,tcf_full_output\images\series_22_q10.png,Dessiner des bâtiments publics originaux.,Donner le gout du voyage aux habitants.,Inventer une ville facile à vivre pour tous.,Prévoir de nouveaux moyens de transport.,Inventer une ville facile à vivre pour tous.,C
22,Série 22,11,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194979907-vki73q.png,tcf_full_output\images\series_22_q11.png,Des informations sur les sports.,Des activités pour l'été.,Des promotions pour les enfants.,Des visites de Paris.,Des activités pour l'été.,B
22,Série 22,12,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194980225-csttgd.png,tcf_full_output\images\series_22_q12.png,D’améliorer leur niveau de compétence.,De pratiquer leur sport différemment.,De se préparer à des compétitions.,De tester un autre type de matériel.,De pratiquer leur sport différemment.,B
22,Série 22,13,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194980060-doyew0.png,tcf_full_output\images\series_22_q13.png,Un candidat a des études supérieures.,Un étudiant en quête d’un stage.,Un informaticien en recherche d’emploi.,Un lycéen en demande d’orientation.,Un candidat a des études supérieures.,A
22,Série 22,14,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194980092-xibnkj.png,tcf_full_output\images\series_22_q14.png,D'une banque pour les mineurs.,D’une idée nouvelle de recyclage.,Des enfants qui doivent travailler.,Du problème créé par les déchets.,D’une idée nouvelle de recyclage.,B
22,Série 22,15,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194979992-fveqie.png,tcf_full_output\images\series_22_q15.png,Ils s’exercent sans interruption dans l’année.,Ils sont en difficulté à cause des trente-cinq heures.,Ils sont inadaptés aux besoins des vacances.,Ils sont saisonniers et occupés par des étudiants.,Ils s’exercent sans interruption dans l’année.,A
22,Série 22,16,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194980198-emwvwv.png,tcf_full_output\images\series_22_q16.png,Ils servent pour un seul trajet.,Les gens les jettent dans la rue.,Leur prix va encore augmenter.,On va arrêter de les vendre.,On va arrêter de les vendre.,D
22,Série 22,17,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194980481-hmcbkw.png,tcf_full_output\images\series_22_q17.png,Avoirs des réductions sur certains articles.,Faire des courses dans un magasin.,Offrir une surprise pour un anniversaire.,Retirer de l’argent a un distributeur.,Faire des courses dans un magasin.,B
22,Série 22,18,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194980184-sacy7l.png,tcf_full_output\images\series_22_q18.png,La pression de la société.,La réputation des clubs.,Les bienfaits pour la santé.,Les envies des adolescents.,La pression de la société.,A
22,Série 22,19,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194980117-q7xtpt.png,tcf_full_output\images\series_22_q19.png,Ils apprennent à se servir correctement des réseaux sociaux.,Ils communiquent plus facilement avec l’instituteur.,Ils comprennent mieux l’intérêt des apprentissages proposés.,Ils sont attentifs après un moment de détente.,Ils comprennent mieux l’intérêt des apprentissages proposés.,C
22,Série 22,20,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194980395-jya785.png,tcf_full_output\images\series_22_q20.png,Il cite un extrait d’une œuvre de Modiano.,Il explique l’idée de départ d’un livre de Modiano.,Il présente le métier de Modiano à ses débuts.,Il raconte la rencontre entre Modiano et sa femme.,Il explique l’idée de départ d’un livre de Modiano.,B
22,Série 22,21,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194980194-4ya8au.png,tcf_full_output\images\series_22_q21.png,Un spectacle de cirque.,Une activité de maquillage.,Une rencontre avec un clown.,Une sortie au zoo.,Une activité de maquillage.,B
22,Série 22,22,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194979896-vlqdax.png,tcf_full_output\images\series_22_q22.png,Acheter les meilleurs produits et dépenser le moins possible.,Avoir la garantie de la qualité du produit.,Être amateur de viande et militer pour le bien-être animal.,Privilégier les aliments bio et avoir du mal à s’en procurer.,Être amateur de viande et militer pour le bien-être animal.,C
22,Série 22,23,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194980189-tw462f.png,tcf_full_output\images\series_22_q23.png,Définir les conditions d’accueil des élèves en milieu professionnel.,Expliquer le déroulement des stages en entreprise pour les élèves.,Informer des mesures de sécurité des élèves lors de visites d’entreprises.,Lister les différents types de stages professionnels destinés aux élèves.,Définir les conditions d’accueil des élèves en milieu professionnel.,A
22,Série 22,24,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194980228-yyw4gr.png,tcf_full_output\images\series_22_q24.png,Il devient la solution idéale des voyages organisés à la dernière minute.,Il est accessible à un nombre croissant d’utilisateurs grâce à internet.,Il occupe une place grandissante dans les petites annonces des journaux.,Il s’impose comme le moyen de déplacement à la mode chez les jeunes.,Il est accessible à un nombre croissant d’utilisateurs grâce à internet.,B
22,Série 22,25,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194980169-sgn83p.png,tcf_full_output\images\series_22_q25.png,Assurer une formation dans le secteur hôtelier.,Diversifier l’offre hôtelière au Brésil.,Former des professeurs dans le domaine hôtelier.,Promouvoir le développement du tourisme brésilien.,Assurer une formation dans le secteur hôtelier.,A
22,Série 22,26,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194979923-zv4kmy.png,tcf_full_output\images\series_22_q26.png,L’essor de nouveaux modes de consommation.,La stagnation de la dépendance au numérique.,Le développement des voitures ultraconnectées.,Le recul des difficultés économiques des ménages.,L’essor de nouveaux modes de consommation.,A
22,Série 22,27,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194980159-gmqfey.png,tcf_full_output\images\series_22_q27.png,Faire découvrir des destinations authentiques.,Organiser des séjours à vocation humanitaire.,Recruter des salariés a l’international.,Reverser ses bénéfices à des associations.,Organiser des séjours à vocation humanitaire.,B
22,Série 22,28,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194980178-tlpr7s.png,tcf_full_output\images\series_22_q28.png,Il est difficile d'en évaluer l’impact sur la santé.,Il permet la consommation de médicaments.,Le sénat a toujours refusé de voter une loi sur le sujet.,Les Français sont encore attachés à cette tradition.,Il est difficile d'en évaluer l’impact sur la santé.,A
22,Série 22,29,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194979963-oojtks.png,tcf_full_output\images\series_22_q29.png,Pour améliorer la qualité des documentaires.,Pour dissimuler la pauvreté des contenus.,Pour moderniser leurs méthodes de travail.,Pour saper les gens visés par les enquêtes,Pour dissimuler la pauvreté des contenus.,B
22,Série 22,30,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194980211-9x23mf.png,tcf_full_output\images\series_22_q30.png,La faune aquatique est en danger.,La technologie facilite le pillage des mers.,Le nombre de voleurs dépaves augmente.,Les bateaux en détresse sont laissés à leur sort.,La technologie facilite le pillage des mers.,B
22,Série 22,31,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194980216-l0xdsx.png,tcf_full_output\images\series_22_q31.png,Elle devrait être réservée aux périodes de congés.,Elle est préconisée par la médecine.,Elle peine à se répandre en milieu professionnel.,Elle serait néfaste pour le rendement.,Elle peine à se répandre en milieu professionnel.,C
22,Série 22,32,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194980207-g9ziyc.png,tcf_full_output\images\series_22_q32.png,Aider les femmes à se battre pour améliorer leur situation familiale.,Amener les spectateurs à s’émouvoir d’un quotidien douloureux.,Démontrer que la condition de la femme dans les cités est désastreuse.,Informer des difficultés que peuvent rencontrer les enfants des cités.,Amener les spectateurs à s’émouvoir d’un quotidien douloureux.,B
22,Série 22,33,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194980583-7mw0tr.png,tcf_full_output\images\series_22_q33.png,Leur donner le gout de l’observation.,Leur permettre d’inventer des activités.,Leur procurer des jeux éducatifs.,Leur proposer des énigmes à résoudre.,Leur permettre d’inventer des activités.,B
22,Série 22,34,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194980203-tnh1is.png,tcf_full_output\images\series_22_q34.png,Sa structure est identique chez l'homme et l’animal.,Sa taille influe sur les compétences cognitives.,Son développement est ralenti les premiers mois.,Son fonctionnement est encore mystérieux.,Son fonctionnement est encore mystérieux.,D
