series_index,series_title,question_number,level,points,prompt,image_url,audio_url,image_local_path,audio_local_path,A,B,C,D,correct_answer_text,correct_letter
15,Série 14,33,C1,26,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139179767-924lkf.mp3,,tcf_oral_output\audios\series_15_q33.mp3,Les jeunes diplômés privilégient le travail en milieu urbain.,Les lauréats aux concours vétérinaires sont trop peu nombreux.,Les soins aux animaux de ferme demandent une spécialisation.,Les vétérinaires en activité refusent de former les nouveaux.,Les jeunes diplômés privilégient le travail en milieu urbain.,A
15,Série 14,34,C1,26,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139178084-1dvxev.mp3,,tcf_oral_output\audios\series_15_q34.mp3,Ils consomment plus que la jeune génération.,Ils dépensent beaucoup pour leur santé.,Ils profitent peu des effets de la croissance.,Ils sont à l’origine de créations d’emplois.,Ils sont à l’origine de créations d’emplois.,D
15,Série 14,35,C1,26,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139176075-dxwhsm.mp3,,tcf_oral_output\audios\series_15_q35.mp3,Il considère que le phénomène doit être analysé.,Il conteste les méthodes de collecte des données.,Il partage la vision catastrophiste des écologistes.,Il s’oppose aux décisions du gouvernement.,Il conteste les méthodes de collecte des données.,B
15,Série 14,36,C2,33,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139178146-7ufs3y.mp3,,tcf_oral_output\audios\series_15_q36.mp3,Il demande un délai supplémentaire de réflexion.,Il doute de l'intérêt d'un diagnostic préalable.,Il hésite sur la définition de son projet.,II souhaite l'avis de consultants extérieurs.,Il doute de l'intérêt d'un diagnostic préalable.,B
15,Série 14,37,C2,33,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139174566-79r33o.mp3,,tcf_oral_output\audios\series_15_q37.mp3,De la mise en vente libre de jouets sans contrôle sanitaire.,De la tendance des adultes à s'approprier les jouets des enfants.,De l'intérêt croissant suscité par les jouets tout au long de l'année.,Du niveau de toxicité maximal toléré dans la fabrication des jouets.,De la mise en vente libre de jouets sans contrôle sanitaire.,A
15,Série 14,38,C2,33,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139180236-foukyt.mp3,,tcf_oral_output\audios\series_15_q38.mp3,Sur l'étroite collaboration avec les équipes locales.,Sur la formation des employés expatriés.,Sur la prédominance de bénévoles dans chaque pays.,Sur le montant élevé des bénéfices réalisés.,Sur l'étroite collaboration avec les équipes locales.,A
15,Série 14,39,C2,33,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139178952-k4q3qm.mp3,,tcf_oral_output\audios\series_15_q39.mp3,L'absence de temps morts.,L'ennui des distractions.,L’insuffisance de repos.,Le manque d'action.,L’insuffisance de repos.,C
16,Série 15,1,A1,3,Écoutez les 4 propositions. Choisissez celle qui correspond à l’image.,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1766139183306-jexcix.jpg,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139185019-a15f57.mp3,tcf_oral_output\images\series_16_q01.jpg,tcf_oral_output\audios\series_16_q01.mp3,,,,,B,B
16,Série 15,2,A1,3,Écoutez l'extrait sonore et les 4 propositions. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139187387-gd2nwx.mp3,,tcf_oral_output\audios\series_16_q02.mp3,,,,,C,C
16,Série 15,3,A1,3,Écoutez l'extrait sonore et les 4 propositions. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139187351-nssj1q.mp3,,tcf_oral_output\audios\series_16_q03.mp3,,,,,B,B
16,Série 15,4,A1,3,Écoutez l'extrait sonore et les 4 propositions. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139185509-131iio.mp3,,tcf_oral_output\audios\series_16_q04.mp3,,,,,B,B
16,Série 15,5,A2,9,Écoutez l'extrait sonore et les 4 propositions. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139184635-6q86kc.mp3,,tcf_oral_output\audios\series_16_q05.mp3,,,,,A,A
16,Série 15,6,A2,9,Écoutez l'extrait sonore et les 4 propositions. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139184742-osd8nf.mp3,,tcf_oral_output\audios\series_16_q06.mp3,,,,,D,D
16,Série 15,7,A2,9,Écoutez l'extrait sonore et les 4 propositions. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139185630-931mmi.mp3,,tcf_oral_output\audios\series_16_q07.mp3,,,,,C,C
16,Série 15,8,A2,9,Écoutez l'extrait sonore et les 4 propositions. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139189144-9v29fn.mp3,,tcf_oral_output\audios\series_16_q08.mp3,,,,,B,B
16,Série 15,9,A2,9,Écoutez l'extrait sonore et les 4 propositions. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139185273-7mphoa.mp3,,tcf_oral_output\audios\series_16_q09.mp3,,,,,A,A
16,Série 15,10,A2,9,Écoutez l'extrait sonore et les 4 propositions. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139185785-fkgpeh.mp3,,tcf_oral_output\audios\series_16_q10.mp3,,,,,C,C
16,Série 15,11,B1,15,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139188867-dx0qpt.mp3,,tcf_oral_output\audios\series_16_q11.mp3,Diner au restaurant,Faire des courses,Travailler tard,Voir une exposition,Voir une exposition,D
16,Série 15,12,B1,15,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139185097-jbbrmq.mp3,,tcf_oral_output\audios\series_16_q12.mp3,Dans la poubelle,Aux archives,Dans le tiroir,Sur le bureau,Dans la poubelle,A
16,Série 15,13,B1,15,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139185152-cr5wxk.mp3,,tcf_oral_output\audios\series_16_q13.mp3,Il y a un service internet,Le placement est libre,On y propose des repas,Son personnel est bilingue,Il y a un service internet,A
16,Série 15,14,B1,15,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139187708-c3w448.mp3,,tcf_oral_output\audios\series_16_q14.mp3,La création d’un réseau de médiateurs,Le financement nécessaire aux médiateurs,Le partage d’expériences entre médiateurs,Le rôle des médiateurs en milieu scolaire,Le rôle des médiateurs en milieu scolaire,D
16,Série 15,15,B1,15,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139187512-l3kx3c.mp3,,tcf_oral_output\audios\series_16_q15.mp3,Elle aime être en altitude,Elle désire accompagner un ami,Elle fait confiance à son guide,Elle veut prendre des risques,Elle fait confiance à son guide,C
16,Série 15,16,B1,15,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139189496-tp1608.mp3,,tcf_oral_output\audios\series_16_q16.mp3,Parce qu’elle déteste ce mode de nourriture,Parce qu’elle veut commencer un régime,Parce qu’elle veut manger plus équilibré,Parce qu’il n'y a pas assez de choix,Parce qu’elle veut manger plus équilibré,C
16,Série 15,17,B1,15,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139187057-mmersp.mp3,,tcf_oral_output\audios\series_16_q17.mp3,Elles ont moins tendance à faire carrière,Elles osent moins discuter leur contrat,Elles préparent moins leurs entretiens,Elles travaillent moins a temps complet,Elles osent moins discuter leur contrat,B
16,Série 15,18,B1,15,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139186089-fqikne.mp3,,tcf_oral_output\audios\series_16_q18.mp3,Elle est originaire de Lille,Elle propose des visites guidées,Elle recherche un hôtel,Elle s’intéresse à la gastronomie,Elle propose des visites guidées,B
16,Série 15,19,B1,15,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139186654-uj6qkg.mp3,,tcf_oral_output\audios\series_16_q19.mp3,La décoration des pièces,Le confort du logement,Le voyage en voiture,Les activités en place,Les activités en place,D
16,Série 15,20,B2,21,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139186070-fhfjxt.mp3,,tcf_oral_output\audios\series_16_q20.mp3,Dun projet de recrutement,D’une campagne d’action sociale,D’une formation professionnelle,D’une opération publicitaire,D’une campagne d’action sociale,B
16,Série 15,21,B2,21,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139188260-3lkv73.mp3,,tcf_oral_output\audios\series_16_q21.mp3,La circulation routière est coupée,La commande s’est perdue,Le transporteur est en grève,Les marchandises ont été volées,La circulation routière est coupée,A
16,Série 15,22,B2,21,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139187647-i252w8.mp3,,tcf_oral_output\audios\series_16_q22.mp3,La diffusion d’une langue qui exprime les nuances des sentiments,La multiplication des actions pour la défense des droits de l'homme,La promotion d’un moyen d’échanges entre les différentes nationalités,La reconnaissance d’un patrimoine culturel unique par sa richesse,La promotion d’un moyen d’échanges entre les différentes nationalités,C
16,Série 15,23,B2,21,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139186296-6x5vva.mp3,,tcf_oral_output\audios\series_16_q23.mp3,A un poste de responsabilité du village,A un temps de loisir plus étendu,A place spéciale dans l'histoire,A une plus grosse part de nourriture,A un poste de responsabilité du village,A
16,Série 15,24,B2,21,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139188280-wrf9eh.mp3,,tcf_oral_output\audios\series_16_q24.mp3,Pour afficher notre niveau de vie,Pour affirmer notre personnalité,Pour améliorer notre quotidien,Pour imiter notre entourage,Pour affirmer notre personnalité,B
16,Série 15,25,B2,21,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139185237-oxeuiw.mp3,,tcf_oral_output\audios\series_16_q25.mp3,Elle construit des maisons pour les personnes âgées,Elle organise des évènements rassemblant les générations,Elle permet à des jeunes d'habiter chez des personnes âgées,Elle valorise les professions d’assistance aux personnes âgées,Elle permet à des jeunes d'habiter chez des personnes âgées,C
16,Série 15,26,B2,21,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139187778-9eqi4n.mp3,,tcf_oral_output\audios\series_16_q26.mp3,L’entretien des liens d’amitiés à distance,La comparaison de moyens de mobilité,La sociabilité à l’ère du numérique,Les échanges dans les transports,La sociabilité à l’ère du numérique,C
16,Série 15,27,B2,21,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139186585-5hwkny.mp3,,tcf_oral_output\audios\series_16_q27.mp3,D’établir un diagnostic en ligne,D’éviter des pertes de temps,De réduire les frais de santé,De vérifier la qualité des soins,D’éviter des pertes de temps,B
16,Série 15,28,B2,21,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139187968-uq8vnk.mp3,,tcf_oral_output\audios\series_16_q28.mp3,La répartition des tâches dans le service,Le manque d’expérience de l’équipe,Le retard pris dans la réalisation d’un projet,Les désaccords entre employeur et employés,La répartition des tâches dans le service,A
16,Série 15,29,B2,21,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139188934-zd25bg.mp3,,tcf_oral_output\audios\series_16_q29.mp3,L’absence de formation sur l’élaboration d’un budget,Le désintérêt des jeunes pour les questions financières,Le manque de cours d’économie à l’Université,Le peu d’informations des banques sur les crédits,L’absence de formation sur l’élaboration d’un budget,A
16,Série 15,30,C1,26,Écoutez le document sonore et la question. Choisissez la bonne répon,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139186119-7nj5ni.mp3,,tcf_oral_output\audios\series_16_q30.mp3,Il a besoin d’être perfectionné.,Il fonctionne pour les romans.,Il peut adapter la ponctuation.,Il sert aux spécialistes du métier.,Il a besoin d’être perfectionné.,A
16,Série 15,31,C1,26,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139186612-lzcalp.mp3,,tcf_oral_output\audios\series_16_q31.mp3,De l’activité économique,De la gastronomie locale,De pistes cyclables,De sorties originales,De sorties originales,D
16,Série 15,32,C1,26,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139185477-kje3vt.mp3,,tcf_oral_output\audios\series_16_q32.mp3,De côtoyer des coutumes différentes,De mettre le monde à la portée de tout budget,De partager une aventure avec les siens,De participer à l’essor économique d'un endroit,De côtoyer des coutumes différentes,A
16,Série 15,33,C1,26,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139186731-bw80sw.mp3,,tcf_oral_output\audios\series_16_q33.mp3,Ils consomment plus que la jeune génération,Ils dépensent beaucoup pour la santé,Ils profitent peu des effets de la croissance,Ils sont à l’origine de créations d’emplois,Ils sont à l’origine de créations d’emplois,D
16,Série 15,34,C1,26,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139189947-mugq8a.mp3,,tcf_oral_output\audios\series_16_q34.mp3,L’alimentation fournie aux élevages est de mauvaise qualité,L’existence d’industries piscicoles nuit à la variété des espèces,La filière aquacole fragilise l’équilibre alimentaire mondial,Les pêcheurs pillent les fonds marins pour soutenir la concurrence,La filière aquacole fragilise l’équilibre alimentaire mondial,C
16,Série 15,35,C1,26,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139186775-w0xr8x.mp3,,tcf_oral_output\audios\series_16_q35.mp3,Etablir des priorités s’avère être très difficile,Grâce au numérique les gains de temps sont importants,Il n'y a pas de limite à la quantité d’informations traites,La communication en ligne est addictive,Etablir des priorités s’avère être très difficile,A
16,Série 15,36,C2,33,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139186438-0bo50i.mp3,,tcf_oral_output\audios\series_16_q36.mp3,Pour faire connaître leurs services,Pour rechercher des collaborateurs,Pour s’informer sur la concurrence,Pour vendre leurs produits en ligne,Pour rechercher des collaborateurs,B
16,Série 15,37,C2,33,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139190056-mtlx6h.mp3,,tcf_oral_output\audios\series_16_q37.mp3,Comme un prétexte pour éviter de traiter les questions significatives,Comme une occasion de commenter ce qui ne va pas dans notre société,Comme un moyen de sensibiliser le public aux problèmes des individus,Comme une façon de distraire les individus de leurs petits soucis quotidiens,Comme un prétexte pour éviter de traiter les questions significatives,A
16,Série 15,38,C2,33,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139189434-lrso57.mp3,,tcf_oral_output\audios\series_16_q38.mp3,Elle déplore le manque de structures pour accueillir et réunir les jeunes,Elle désapprouve la disparition d’endroits consacrés aux pratiques culturelles,Elle estime insuffisantes les tentatives des cinémas de mélanger les publics,Elle regrette le désintérêt des publics pour les espaces et les échanges culturels,Elle déplore le manque de structures pour accueillir et réunir les jeunes,A
16,Série 15,39,C2,33,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139187014-vz7497.mp3,,tcf_oral_output\audios\series_16_q39.mp3,Il concevait des histoires originales,Il participait au journal de l’école,Il récupérait des albums d’occasion,Il s’amusait à illustrer ses cours,Il concevait des histoires originales,A
17,Série 16,1,A1,3,Écoutez les 4 propositions. Choisissez celle qui correspond à l’image.,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1766139192855-2p5mu4.jpg,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139195025-d0mst0.mp3,tcf_oral_output\images\series_17_q01.jpg,tcf_oral_output\audios\series_17_q01.mp3,,,,,D,D
17,Série 16,2,A1,3,Écoutez les 4 propositions. Choisissez celle qui correspond à l’image.,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1766139192850-jip5ni.jpg,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139194740-pgznwa.mp3,tcf_oral_output\images\series_17_q02.jpg,tcf_oral_output\audios\series_17_q02.mp3,,,,,C,C
17,Série 16,3,A1,3,Écoutez les 4 propositions. Choisissez celle qui correspond à l’image.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139194599-knez38.mp3,,tcf_oral_output\audios\series_17_q03.mp3,,,,,C,C
17,Série 16,4,A1,3,Écoutez les 4 propositions. Choisissez celle qui correspond à l’image.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139194412-dkkiam.mp3,,tcf_oral_output\audios\series_17_q04.mp3,,,,,B,B
17,Série 16,5,A2,9,Écoutez les 4 propositions. Choisissez celle qui correspond à l’image.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139196279-0qxeo0.mp3,,tcf_oral_output\audios\series_17_q05.mp3,,,,,A,A
17,Série 16,6,A2,9,Écoutez les 4 propositions. Choisissez celle qui correspond à l’image.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139193406-g4l508.mp3,,tcf_oral_output\audios\series_17_q06.mp3,,,,,A,A
17,Série 16,7,A2,9,Écoutez les 4 propositions. Choisissez celle qui correspond à l’image.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139194718-a35ovg.mp3,,tcf_oral_output\audios\series_17_q07.mp3,,,,,A,A
17,Série 16,8,A2,9,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139200452-x3uol1.mp3,,tcf_oral_output\audios\series_17_q08.mp3,Elle doit quitter son logement.,Il y a des travaux chez elle.,Le loyer est devenu trop cher.,Sa colocataire est partie.,Elle doit quitter son logement.,A
17,Série 16,9,A2,9,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139197256-r8gac8.mp3,,tcf_oral_output\audios\series_17_q09.mp3,Chercher un travail en France.,Obtenir une bourse d’études.,Suivre des cours à l’université.,Trouver un appartement à Marseille.,Suivre des cours à l’université.,C
17,Série 16,10,A2,9,Écoutez les 4 propositions. Choisissez celle qui correspond à l’image.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139198049-4n7389.mp3,,tcf_oral_output\audios\series_17_q10.mp3,Elle est pressée.,Elle est végétarienne.,Elle fait le régime.,Elle manque d’appétit.,Elle manque d’appétit.,D
17,Série 16,11,B1,15,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139197174-vx83tb.mp3,,tcf_oral_output\audios\series_17_q11.mp3,Changer de propriétaire.,Louer un appartement.,Partager un logement.,Partir vivre à l’étranger.,Louer un appartement.,B
17,Série 16,12,B1,15,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139194259-vsv05c.mp3,,tcf_oral_output\audios\series_17_q12.mp3,De leur voyage en Angleterre.,Des résultats des examens.,Du cout de la vie en ville.,D'un séjour linguistique.,D'un séjour linguistique.,D
17,Série 16,13,B1,15,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139194651-oyfvus.mp3,,tcf_oral_output\audios\series_17_q13.mp3,Conseiller les parents en matière d’alimentation.,Créer l’occasion de se retrouver en famille.,Découvrir des recettes de grande-mère.,Rassembler des enfants du monde entier.,Créer l’occasion de se retrouver en famille.,B
17,Série 16,14,B1,15,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139195637-awwcyt.mp3,,tcf_oral_output\audios\series_17_q14.mp3,L’enfant est malade à cause des chats.,La famille a déjà eu un chien.,Le père déteste les animaux.,Les parents ont beaucoup de travail.,L’enfant est malade à cause des chats.,A
17,Série 16,15,B1,15,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139193831-rmr29w.mp3,,tcf_oral_output\audios\series_17_q15.mp3,Une chambre d’hôtel.,Une maison individuelle.,Un grand appartement.,Un studio en ville.,Un studio en ville.,D
17,Série 16,16,B1,15,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139196528-8h0bls.mp3,,tcf_oral_output\audios\series_17_q16.mp3,À quel moment il pourra poser des congés.,Dans quelle ville il devra partir en mission.,Qui sera de permanence au mois d'aout.,S'il sera autorisé à suivre un stage en été.,À quel moment il pourra poser des congés.,A
17,Série 16,17,B1,15,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139197646-om7u4f.mp3,,tcf_oral_output\audios\series_17_q17.mp3,Confirmer la date d’un entretien d’embauche.,Se renseigner sur les conditions de travail.,S'informer sur une formation professionnelle.,Vérifier si un courrier est bien arrivé.,Vérifier si un courrier est bien arrivé.,D
17,Série 16,18,B1,15,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139200809-gq7cqc.mp3,,tcf_oral_output\audios\series_17_q18.mp3,Elle accueille une main-d’œuvre ciblée.,Elle bénéficie d’une situation géographique privilégiée.,Elle est la destination d’une population migrante jeune.,Elle pratique une politique nataliste très attractive.,Elle est la destination d’une population migrante jeune.,C
17,Série 16,19,B1,15,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139195360-awj2uf.mp3,,tcf_oral_output\audios\series_17_q19.mp3,D’une négociation par visioconférence.,De l’urgence des dossiers à traiter.,Des avantages du travail à distance.,Des problèmes fréquents de transports.,Des avantages du travail à distance.,C
17,Série 16,20,B2,21,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139198390-qnu3nt.mp3,,tcf_oral_output\audios\series_17_q20.mp3,Interviewer un réalisateur.,Participer à un festival.,Tourner un film.,Visiter des studios de cinéma.,Tourner un film.,C
17,Série 16,21,B2,21,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139196244-33lum2.mp3,,tcf_oral_output\audios\series_17_q21.mp3,C'est un artiste oublié par le public.,Il a travaillé avec des couleurs claires.,On lui a demandé de décorer un bâtiment.,Son œuvre est présentée en France.,Son œuvre est présentée en France.,D
17,Série 16,22,B2,21,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139196350-bwbsy3.mp3,,tcf_oral_output\audios\series_17_q22.mp3,Parce qu’ils ont été scolarisés dans des lycées plurilingues.,Parce qu’ils ont été adoptés dans des pays différents.,Parce qu’ils ont vécu dans de diverses zones de la France.,Parce qu’ils parlent plusieurs langues à la maison.,Parce qu’ils ont été adoptés dans des pays différents.,B
17,Série 16,23,B2,21,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139198355-kmo9bc.mp3,,tcf_oral_output\audios\series_17_q23.mp3,D’attribuer à la lecture le statut de loisir.,De favoriser la lecture en automne.,De limiter la lecture d'histoires illustrées.,De sélectionner des lectures classiques.,D’attribuer à la lecture le statut de loisir.,A
17,Série 16,24,B2,21,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139200924-90aspb.mp3,,tcf_oral_output\audios\series_17_q24.mp3,Elle a beaucoup d’expérience.,Elle a vite appris son métier.,Elle aime prendre des risques.,Elle sait diriger ses collègues.,Elle a vite appris son métier.,B
17,Série 16,25,B2,21,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139197548-148jb7.mp3,,tcf_oral_output\audios\series_17_q25.mp3,Le nombre d’étudiants inscrits a augmenté.,Les cursus sur l’environnement se sont multipliés.,Les enseignants font des carrières prestigieuses.,Les formations sont devenues plus concrètes.,Les cursus sur l’environnement se sont multipliés.,B
17,Série 16,26,B2,21,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139198634-h01u5d.mp3,,tcf_oral_output\audios\series_17_q26.mp3,Elle construit des maisons pour les personnes âgées.,Elle organise des évènements rassemblant les générations.,Elle permet à des jeunes d'habiter chez des personnes âgées.,Elle valorise les professions d’assistance aux personnes âgées.,Elle permet à des jeunes d'habiter chez des personnes âgées.,C
17,Série 16,27,B2,21,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139200658-6afq78.mp3,,tcf_oral_output\audios\series_17_q27.mp3,Il est caractérisé par son rythme.,Il est protégé par des apports lexicaux variés.,Il est protégé par les académiciens.,Il est utilisé par une minorité de locuteurs.,Il est protégé par des apports lexicaux variés.,B
17,Série 16,28,B2,21,Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139200186-qyek12.mp3,,tcf_oral_output\audios\series_17_q28.mp3,La répartition des tâches dans le service.,Le manque d’expérience de l’équipe.,Le retard pris dans la réalisation d’un projet.,Les désaccords entre employeur et employés.,La répartition des tâches dans le service.,A
